SIC_Section,SIC_Codes,SIC_Classification,id,ref_no,name,pointx_class,groupname,categoryname,classname,feature_easting,feature_northing,pos_accuracy,uprn,topo_toid,topo_toid_version,usrn,usrn_mi,distance,address_detail,street_name,locality,geographic_county,postcode,admin_boundary,telephone_number,url,brand,qualifier_type,qualifier_data,provenance,supply_date
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12070,125799782,Sense,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529481,181347,1,1.00E+11,osgb1000005428688,4,8400159,1,23.1,Century House 100-102,Oxford Street,London,Greater London,W1D 1LN,City of Westminster London Boro,2070342000,www.senselondon.com,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12161,127723121,Creative Colab,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,524720,182849,1,1.00E+11,osgb1000004044469,4,8400332,1,17.7,200,Ashmore Road,London,Greater London,W9 3DE,City of Westminster London Boro,7514089300,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12200,127709167,King Media Ltd,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,525439,181153,1,10033579652,osgb1000004194313,2,8400743,1,20.5,90,Westbourne Grove,London,Greater London,W2 5RT,City of Westminster London Boro,2079850505,www.maximusmaximise.com,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12266,127717070,Smart Moving Media UK Ltd,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,527556,181652,1,1.00E+11,osgb1000042196594,3,8401188,1,12.6,96,Seymour Place,London,Greater London,W1H 1NB,City of Westminster London Boro,8000324340,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12354,125908173,cloud9develops.com,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,528984,181585,1,10033593272,osgb1000005292977,9,8400603,1,28.4,"First Floor, 85",Great Portland Street,London,Greater London,W1W 7LT,City of Westminster London Boro,7429670019,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12358,126974019,Ocean Outdoor UK Ltd,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529077.1,181188.3,1,10033529079,osgb1000005428879,2,8401092,1,15.9,19-25,Argyll Street,London,Greater London,W1F 7TS,City of Westminster London Boro,2072926161,www.oceanoutdoor.com,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12373,125828345,Mediatel,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,530068,180646,1,1.00E+11,osgb1000005574362,5,8400618,1,16.3,114,St Martin's Lane,London,Greater London,WC2N 4BE,City of Westminster London Boro,2074203252,www.mediatel.co.uk,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12439,126969840,Electricsads,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529208.7,180798.8,1,2.00E+11,osgb1000042219465,3,8401217,1,17.7,Crown House 143-147,Regent Street,London,Greater London,W1B 4NR,City of Westminster London Boro,2071487777,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12461,129139519,Lime Digital,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529617,181376,1,1.00E+11,osgb1000001786932128,2,8401522,1,19.4,Holden House 57,Rathbone Place,London,Greater London,W1T 1JU,City of Westminster London Boro,2072325390,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12467,127738042,Clear Strategy,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529329,180885,1,1.00E+11,osgb1000042219531,3,8401357,1,32,34-36,Golden Square,London,Greater London,W1F 9EE,City of Westminster London Boro,2037351800,www.clearstrategy.com,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12492,127737867,Vivastreet,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529359,180732,1,,osgb1000042219586,4,8401132,3,13.4,"Regency House, 1-4",Warwick Street,London,Greater London,W1B,City of Westminster London Boro,2036958755,www.vivastreet.co.uk,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12534,129829251,Omnicom Finance,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,530457,180704,1,1.00E+11,osgb1000005574126,5,8401576,1,17.3,85,Strand,London,Greater London,WC2R 0DW,City of Westminster London Boro,2072987050,www.omnicomgroup.com,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12564,129132505,Gingermay,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,528969,181494,1,,osgb1000005294329,6,8401671,3,20.4,Henry Wood House 2,Riding House Street,London,Greater London,W1W 7FA,City of Westminster London Boro,2036421124,www.teamgingermay.com,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12768,127737007,Triple a Media,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529081.1,181418.6,1,1.00E+11,osgb1000005428482,2,8400603,2,16.3,30,Great Portland Street,London,Greater London,W1W 8QU,City of Westminster London Boro,2072289007,www.tripleamedia.com,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12792,126980550,D N V Media Ltd,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,528629,181602,1,1.00E+11,osgb1000005293099,4,8400407,1,9.6,5,Harley Place,London,Greater London,W1G 8QD,City of Westminster London Boro,7540335705,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12803,126979529,Bfresh Production Ltd,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529201,181763,1,1.00E+11,osgb1000005426836,4,8400008,1,21.3,John Astor House 3-11,Foley Street,London,Greater London,W1W 6DN,City of Westminster London Boro,7453290980,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12817,126979959,Ebee Health,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529703,180678,1,1.00E+11,osgb1000042217776,5,8401210,1,12.9,Haymarket House 1,Oxendon Street,London,Greater London,SW1Y 4EE,City of Westminster London Boro,2074405610,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12840,133151445,Brand Impact Group,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,530426,180642,1,1.00E+11,osgb1000005574107,4,8401098,1,9.7,7月10日,Adam Street,London,Greater London,WC2N 6AA,City of Westminster London Boro,2075209014,www.brandimpactgroup.co.uk,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12873,133153914,Swedish Promotion Ltd,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,527748,181609.4,1,10091852708,osgb1000042196516,3,8400681,1,15.4,5,Upper Montagu Street,London,Greater London,W1H 2AG,City of Westminster London Boro,2037957070,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12952,131511663,Joint London,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529180,181294,1,1.00E+11,osgb1000005428612,3,8400560,1,17.2,30,Market Place,London,Greater London,W1W 8AP,City of Westminster London Boro,2076370079,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,12999,129838140,Catalyst Music,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529449,181545,1,1.00E+11,osgb1000005427461,2,8401464,1,12.8,27,Newman Street,London,Greater London,W1S 4HZ,City of Westminster London Boro,7870570374,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,13052,129842912,Coy Communications,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,526819,183393,1,1.00E+11,osgb1000004335531,4,8401095,1,29.2,58,Acacia Road,London,Greater London,NW8 6AG,City of Westminster London Boro,2037595662,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,13218,145413041,R T L Adconnect Ltd,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,528803,181109,1,10033637849,osgb1000005294742,4,8401055,1,21.4,Fourth Floor West 4,Tenterden Street,London,Greater London,W1S 1TE,City of Westminster London Boro,2074789141,www.rtl-adconnect.com,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,13511,133158317,Smart Media UK Ltd,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529275,181122,1,1.00E+11,osgb1000005429004,4,8401373,1,27.5,47,Great Marlborough Street,London,Greater London,W1F 7JP,City of Westminster London Boro,2075832100,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,13547,141258359,Nelson Bostock Unlimited,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529447,180919,1,,osgb1000042219125,4,8401654,2,14.4,Unlimited House 10,Great Pulteney Street,London,Greater London,W1F 9NB,City of Westminster London Boro,2072294400,www.nelsonbostockunlimited.com,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,13664,146526416,Harmony,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529880,181079,1,1.00E+11,osgb1000042220918,3,8400626,1,62.9,99a,Charing Cross Road,London,Greater London,WC2H 0DP,City of Westminster London Boro,2074342646,www.harmony.co.uk,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,13842,145407910,House of Experience,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529259,181358,1,1.00E+11,osgb1000005429244,3,8401169,1,18.5,50,Eastcastle Street,London,Greater London,W1W 8EA,City of Westminster London Boro,2070435221,www.houseofexperience.co.uk,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,13891,141909746,The Corner London,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529625,181098,1,1.00E+11,osgb1000042221175,4,8401223,1,11.4,1,Richmond Mews,London,Greater London,W1D 3DA,City of Westminster London Boro,2035442651,www.thecornerlondon.com,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,13936,145398308,Arrow Media,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529112,181419,1,1.00E+11,osgb1000005428490,3,8401186,1,20,17-18,Margaret Street,London,Greater London,W1W 8RW,City of Westminster London Boro,2074896300,www.arrowmedia.com,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,14072,151366584,Precious Media,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529263,180908,1,1.00E+11,osgb1000042219196,6,8400980,1,14.2,4,Kingly Street,London,Greater London,W1B 5PE,City of Westminster London Boro,2074402574,www.preciousmedia.net,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,14144,152775752,Ratio Creative,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,528984,181585,1,10092007220,osgb1000005292977,9,8400603,1,28.4,85,Great Portland Street,London,Greater London,W1W 7LT,City of Westminster London Boro,2033254685,www.ratiocreative.com,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,14250,151348213,Bandstand,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529486,181125,1,1.00E+11,osgb1000005428750,4,8400335,1,7.1,27-29,Berwick Street,London,Greater London,W1F 8RQ,City of Westminster London Boro,2074948800,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,14264,151351561,The Online Studio,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529081,180985,1,1.00E+11,osgb1000042219291,5,8401288,1,20,Kendal House 1,Conduit Street,London,Greater London,W1S 2XA,City of Westminster London Boro,2077234703,www.theonlinestudio.co.uk,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,14531,158337213,Able,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,529215,181385,1,1.00E+11,osgb1000005428589,2,8401169,1,19.7,36,Eastcastle Street,London,Greater London,W1W 8DP,City of Westminster London Boro,2076378807,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7311,Advertising Agencies,14535,158333360,Poke London Ltd,2080114,Commercial Services,"It, Advertising, Marketing and Media Services",Advertising Services,528026,181725,1,1.00E+11,osgb1000005293312,3,8401123,1,24.4,82,Baker Street,London,Greater London,W1U 6AE,City of Westminster London Boro,2078303030,www.pokelondon.com,,,,118 Information,2024/6/1
